provincia,municipio,distrito_municipal,recinto_nombre,recinto_direccion,sector,colegios_lista
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CUERPO DE BOMBEROS CIVILES,JOHN F. KENNEDY/O. Y GAS- SET,KENNEDY,"0194,0194A,0194B,1506"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA PRIMARIA FIDEL FERRER,CALLE AMERICO LUGO ESQ. RAMON CACERES,LA FE,"0314,0314A,0315,0315A,0316,0316A,0317,0318,0318A,0319,0319A,0320,0320A,0321,0321A,0322,0322A,0323,0323A,0324,0327,0327A,0328,0328A,0329,0330,0331,0331A,0332,0333,0333A,0334,0334A,0335,0335A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB DEL MINISTERIO DE OBRAS PUBLICAS Y COMUNICACIÓN,C/ HECTOR HOMERO HER- NANDEZ ESQ. CALLE MANUEL FLORES CABRERA,LA FE,"0338,0338A,0339,0339A,0340,0340A,0341,0341A,0342,0342A,1326,1326A,1530"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL,CALLE HECTOR HOMERO HER- NANDEZ ESQ. TIRADENTES,LA FE,"0343,0343A,0344,0344A,0345,0345A,1533,1899"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CASA DE LOS AYUNTAMIENTOS,DUVERGE/CORREA Y CIDRON,LA PAZ,"0218,0218A,0219,0219A,0221,0221A,0222,0222A,0223,0223A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO NUESTRA SEÑORA DE LA ALTAGRACIA (CONSA),CALLE AMELIA FRANCISCO ESQ. LORENZO DESPRADEL,LOS PRADOS,"0309,0309A,0310,0310A,0310B,0311,0311A,0311B,0312,0312A,1757,1808,1979,2026"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO SANTO CURA DE ARS,AV. DUARTE ESQ. NICOLAS DE OVANDO,CAPOTILLO,"0568,0568A,0715,0715A,0716,0716A,0717,0717A,0717B,0718,0718A,0855,0855A,0855B,0856,0856A,0861,0861A,0862,0862A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA REPUBLICA DE COLOM- BIA,YOLANDA GUZMAN / 33 ESTE,LUPERON,"0731,0731A,0732,0732A,0733,0734,0734A,0735,0736,0737,0738,0738A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA REPUBLICA DE HAITI,JOSEFA BREA NO.119,LUPERON,"0826,0830,0830A,0831,0831A,0859,0859A,0860,0860A,0863,0863A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,JUZGADO DE PAZ,JOSEFA BREA NUM.253,LUPERON,"0729,0729A,0730,0730A,1758,1900"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,"TRIBUNAL DE NIÑOS, NIÑAS Y ADOLESCENTES DEL DISTRITO",CALLE PEDRO LIVIO CEDEÑO #66,LUPERON,"0691,0692,0692A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,INSTITUTO POSTAL DOMINICANO ESTAFETA POSTAL,PADRE CASTELLANOS NUM .371,LUPERON,"0698,0698A,0699,0699A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ASOCIACION DOMINICANA DE REHABILITACION,SAN FCO. MACORIS/L. NA- VARRO,MIRAFLORES,"0178,0178A,0179,0179A,0179B"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,LICEO UNION PANAMERICANA,CALLE PASEO DE LOS PERI- ODISTAS NO. 4 ESQ. JOHN H. DUNANT,MIRAFLORES,"0177,0177A,0177B,0180,0180A,0180B,0181,0181A,0181B,1503"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,FUNDACION PEDAGOGICA DOMIN- ICANA INC. (BABEQUE),CALLE ROBERTO PASTORIZA NO. 329,NACO,"0212,0212A,0212B,0213,0213A,1366,1366A,1366B,1759,1809,1980,2027"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO LUIS MUÑOZ RIVERA,RAFAEL AUGUSTO SANCHEZ 31,NACO,"0208,0208A,0208B,0209,0209A,0209B,0210,0210A,0210B,0211,0211A,0211B,1760,2028"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,POLITECNICO NTRA. SRA. DEL CARMEN,J. DE GALINDEZ/JERUSALEN,SIMON BOLIVAR,"0809,0809A,0810,0810A,0811,0811A,0815,0815A,0816A,0817,0817A,0818,0818A,0819,0819A,0820,0820A,0821,0821A,0822,0822A,0823,0823A,1545,1545A,1702,1730,2007"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CENTRO EDUCATIVO EL BUEN PASTOR,PASEO DE LOS LOCUTORES NO.4,EVARISTO MORALES,"0300,0300A,0301,0301A,1691,1780,1794,1870,1941,1981,2029"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO AURORA TAVARES BELLIARD,ROBERTO PASTORIZA 712,EVARISTO MORALES,"0298,0298A,0298B,0299,0299A,0299B,0302,0302A,0302B,1349,1349A,1525,1982"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,INSTITUTO DE FORMACION SA- LOME UREÑA-RECINTO EDUCA- CION FISICA,AV. CORREA Y CIDRON ESQ. CALLE ECUADOR,ENS. HONDURAS,"0229,0229A,0230,0230A,0231,0231A,0232,0232A,0233,0233A,0233B,0234,0234A,0235,0235A,0245,0245A,0245B,1361,1361A,1511,1513"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CENTRO EDUCATIVO GENERAL ANTONIO DUVERGE,CALLE CORREA Y CIDRON ESQ. JOSE CECILIO DEL VALLE,ENS. HONDURAS,"0236,0236A,0236B,0237,0237A,0238,0238A,0239,0239A,0240,0240A,0241,0241A,0242,0242A,0242B,0243,0243A,0243B,1512,1512A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA PRIMARIA VICTOR GARRIDO,CALLE D ESQUINA F,HONDURAS DEL OESTE,"0256,0256A,0256B,0256C,0257,0257A,0257B,0258,0258A,0258B,0259,0259A,0259B,0260,0260A,0260B,1287,1287A,1287B,1351,1351A,1351B,1407,1407A,1407B,1516,1762,2030"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CENTRO EDUCATIVO LA MILA- GROSA,CALLE 1ERA #1,LA AGUSTINA,"1455,1455A,1456,1456A,1457,1457A,1458,1458A,1532,1795,1871,1939,1955,2031"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA PUBLICA PROF. FRAN- CISCO ULISES DOMINGUEZ,CALLE A ESQ. MANUEL FLORES CABRERA,LA AGUSTINA,"1443,1443A,1444,1444A,1445,1445A,1446,1446A,1446B,1531"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA LABORAL SAN JUAN BAUTISTA,RESP. MARIA MONTES #55,LA ZURZA DEL CAPO- TILLO,"0587,0587A,0587B,0865,0865A,0866,0866A,1764,1891"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CENTRO EDUCATIVO LOS PRADOS,CALLE ALTAGRACIA SAVIÑON ESQ. EUGENIO DESCHAMPS NO 1,LOS PRADOS,"0307,0307A,0308,0308A,1417,1417A,1527,1902,2009"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO APEC FERNANDO ARTU- RO DE MERIÑO,AV.27 FEBRERO ESQ.CAONABO,MANGANAGUA,"0282,0282A,0282B,0283,0283A,0283B,0284,0284A,0284B,1348,1348A,1348B,1416,1416A,1522,1767,1810,1872,1952"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO QUISQUEYA,AV.27 DE FEBRERO 402,MIRADOR NORTE,"0278,0278A,0278B,0279,0279A,0279B,0280,0280A,0280B,0281,0281A,1360,1360A,1521,1904,1905"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CENTRO DE EXCELENCIA RE- PUBLICA DE ARGENTINA,CALLE LAS MERCEDES NO. 201,SAN ANTON,"0027,0027A,0028,0029,0029A,0030,0030A,0031,0032,0032A,0033,0033A,0034,0034A,0035,0035A,0086,0086A,0087,0087A,0125,0125A,0126,0126A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB SAN GERONIMO,CALLE SERAFINA AQUINO DE TAPIA NO. 10,SAN GERONIMO,"1480,1480A,1480B,1481,1481A,1481B,1482,1482A,1482B,1528"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CANCHA CLUB SAN LAZARO,CALLE SANTIAGO RODRIGUEZ SECTOR CIUDAD COLONIAL,CIUDAD COLONIAL,"0036,0036A,1498,1873"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA PRIMARIA JOSE BOR- DAS VALDEZ,CALLE 1RA. NO. 71,LOS ANGELES,"1190,1190A,1191,1191A,1303,1303A,1304,1304A,1304B,1622,1714,1796,1811,2032"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA PRIMARIA JESUS MAE- STRO,CALLE JUAN 3:16 NO. 2,LOS PERALEJOS,"1459,1459A,1459B,1459C,1459D,1460,1460A,1460B,1460C,1460D,1621,1621A,1621B,1715,1769,1983,2033"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,SOC.SAGRADO CORAZON DE JESUS,"CALLE 1RA. NO. 51, KM 13 AUTOPISTA DUARTE",LOS PERALEJOS,"1188,1188A,1188B,1189,1189A,1347,1347A,1620,1770,1840,2034"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO NIDO PARA LOS ANGE- LES,CALLE LUIS AMIAMA TIO NO. 50,ARROYO HONDO,"0353,0353A,0353B,0354,0354A,0354B,0354C,0355,0355A,0355B,1771,1841,1984,2035"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA SALESIANA SAN JOSE,CARRETERA SANCHEZ KM.9,"KM 9, CARRETERA SANCHEZ","0255,0255A,0255B,0255C,1281,1281A,1281B,1515,1515A,1716,1812,1985"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,UNIVERSIDAD NACIONAL PEDRO HENRIQUEZ UREÑA (UNPHU),"AV. JOHN F. KENNEDY, KM. 7 1/2",JARDINES DE GALA,"0346,0346A,0346B,0346C,0346D,0346E,0346F,0347,0347A,0347B,0348,0348A,0348B,0349,0349A,0350,0350A,0350B,0351,0351A,0352,0352A,0352B,1316,1316A,1316B,1316C,1534,1718,1772,1986,2036"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB PARAISO,CALLE FRANCISCO CARIAS LAVANDIER NO. 18,ENS. PARAISO,"0303,0303A,0304,0304A,0305,0305A,0306,0306A,1373,1373A,1526,1773,1987"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA PRIMARIA EMILIO RD- GUEZ DEMORIZI,SAN JUAN DE LA MG/M. GOMEZ,VILLAS AGRICOLAS,"0578,0578A,0579,0579A,0580,0580A,0581,0581A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,MODULO C-4 DE LA OMSA,"KM. 9 1/2, VILLA MARINA",VILLA MARINA,"1681,1710,1719,1774,1813,1875,1921,1988,2037"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CENTRO JUVENIL CRISTO REY,CALLE ARZOBISPO ROMERO (ANTIGUA 41) NO. 1,CRISTO REY,"0361,0361A,0362,0362A,0363,0363A,0364,0364A,0365,0365A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA AIDA CARTAGENA PORTALATIN,AV. MAXIMO GOMEZ NO. 50 ESQ. HECTOR J. DIAZ,"LA ZURZA, VILLAS AGRI- COLAS","0582,0582A,0583,0583A,0583B,0584,0584A,0585,0585A,0585B,0586,0586A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,INSTITUTO DE FORMACION DO- CENTE SALOME UREÑA,C/LEONARDO DA VINCI ESQ. CAONABO/URB. RENACIMIEN- TO,RENACIMIENTO,"0272,0272A,1338,1338A,1338B,1519,1684,1775,1842,1876,1922,1989,2038"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CASA DE LA JUVENTUD,CALLE JACINTO DE LA CON- CHA #462,VILLA FRANCISCA,"0073,0073A,0073B,0074,0074A,0090,0090A,0107,0107A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CENTRO EDUCATIVO EVANGELICO HISPANO,CALLE HENRY SEGARRA #20,LUPERON,"0852,0852A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB DEPORTIVO CULTURAL ORLANDO MARTINEZ,CALLE EDMUNDO MARTINEZ,MATA HAMBRE,"0216,0216A,0217,0217A,1906"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB HECTOR J. DIAZ,CALLE PADRE CASTELLANO #1 ESQ. EDUARDO BRITO,ESPAILLAT,"0675,0675A,0676,0743,0743A,0743B,0777,0777A,0778,0778A,1777,1907"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB LOS COMPADRES,CALLE SAN FRANCISCO #19,DOMINGO SAVIO (LOS GUANDULES),"0670,0670A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,POLIDEPORTIVO CLUB SAN CARLOS,AV. MEXICO ESQ. EMILIO PRUD’ HOME,SAN CARLOS,"0077,0078,0079,0080,0081,0082,0083,1797,1878"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA PARROQUIAL SAN GABRIEL,CALLE LUIS REYES ACOSTA #325,VILLA MARIA,"0693,0694,0694A,0695,0696,0696A,0697"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CONFEDERACION NACIONAL DE UNIDAD SINDICAL,CALLE JUAN ERAZO #14,VILLA JUANA,"0507,0512,0513,0513A,0513B"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA BASICA FRANCISCO DEL ROSARIO SANCHEZ,CALLE RESPALDO RAMON CACERES #49,KENNEDY,"0325,0325A,0326,0326A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA SANTA TERESA DE JESUS,CALLE ANTONIO DE LA MAZA ESQ. HUASCAR TEJEDA,SAN GERONIMO ( CIUDAD UNIVERSITARIA Y NACO ),"0185,0185A,0186,0186A,0187,0187A,0188"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,FEDERACION NACIONAL DE TRABAJADORES DE LA INDUSTRIA DE LA CO,CALLE PARIS #2,VILLA FRANCISCA,"0123,0123A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,INSTITUTO POLITECNICO VICTOR ESTRELLA LIZ (PERITO),AV. HECTOR H. HERNANDEZ VARGAS (ANT. SAN CRISTOBAL),LA FE,"0336,0336A,0337,0337A,0337B,0366,0366A,0366B,0398,0398A,0399,0399A,1337,1337A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,LOGIA CUNA DE AMERICA,CALLE JOSE REYES ESQ. MERCEDES,ZONA COLONIAL,"0015,0015A,0015B"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,MINISTERIO DE EDUCACION,AV. MAXIMO GOMEZ #2,GAZCUE,"0155,0155A,0156,0156A,0156B,0157,0157A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,MINISTERIO DE HACIENDA,AV. MEXICO ESQ. PEDRO A. LLUBERES,GAZCUE,"0161,0161A,0162,0162A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,UNIVERSIDAD DOMINICANA O&M,AV. INDEPENDENCIA #200,LA FERIA,"0224,0224A,0225,0225A,1350,1350A,1350B,1509"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO PADRE POVEDA,C/ FRANCISCO HENRIQUEZ Y CARVAJAL/ VILLA CONSUELO,VILLA CONSUELO,"0423,0423A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO CLARET,AVE. JHON F.KENNEDY ESQ. PADRE CLARET,ENS. PARAISO,"1685,1720,1814,1879,1942,1958"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA BASICA ANIBAL PONCE,CALLE FRANCISCO PRATTS RAMIREZ NO. 842 ESQ. PRO- GRESO,MANGANAGUA,"1686,1778,1909,2010"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA BASICA SAN JOSE,C/ 3RA. # 61,SAN JOSE,"1692,1724,1798,1844,1910,1991"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA VIRGEN DEL CARMEN,CALLE CLARIN NO. 38,LA CIENAGA,"1693,1725,1781,1845,1911,1953,1992"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO FIDES,CA/ PRIMERA NO. 9,EL CACIQUE 1RO,"1694,1846,1912"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA BÁSICA ARROYO HONDO II(ANT.ESC.BÁSICA LOS RAMÍREZ),C/ H-5 ESQ. LA CAÑADA,LOS RAMIREZ,"1695,1726,1782,1880,1923,1959,2011"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CENTRO EDUCATIVO PROF. ISIDRO PEREZ BELLO-ANTIGUA ESC. ODC,C/ ARABIA NO. 1,ARROYO HONDO,"1696,1712,1783,1833,1881,1924,2039"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,JUNTA DE VECINOS RES. JOSE CONTRERAS,C/ D ESQ. U,PROYECTO JOSE CON- TRERAS,"1697,1727,1784,1882,1944,1993"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB HONDURAS DEL OESTE,"C/ F ESQ. D, INVI",HONDURAS DEL OESTE,"1698,1706,1728,1816,1847,1948,1994"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB RECREATIVO DEPORTIVO Y CULTURAL MIRAMAR INC.,C/ DOMADORAS NO. 20,MIRAMAR,"1699,1709,1729,1785,1817,1848,1913,1960,1995"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO CRISTIANO NUEVO LICEO,C/ JOSEFA BREA NO. 260,LUPERON,"0853,0853A,0854,0854A,1700"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO PALMA REAL,AVENIDA LOS RIOS,PALMA REAL,"1704,1732,1786,1818,1849,1914,1947,1961,1996"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA BASICA REPUBLICA DE GUATEMALA,CALLE LEONARDO DAVINCE #40,RENACIMIENTO,"1733,1883,1946,1997"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA BASICA SIMON BOLIVAR,CALLE TRINITARIA #58,SIMON BOLIVAR,"0824,0824A,0825,0825A,1734,1819,1962,2012"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB ASOCIACION DE GRUPO CULTURALES Y DEPORTIVOS DE GUALEY,"CALLE OSCAR SANTANA NO. 82, GUALEY",GUALEY,"0761,0762,0765,0765A,0785,0786,0786A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB DE LEONES EL MILLON,"CALLE DOMINGO MAYOL ESQ. INTERIOR B, EL MILLON",EL MILLON,"0297,0297A,1369,1369A,1369B,1524,1788,1998,2040"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO CRISTIANO NUEVA VIDA,"CALLE 39 ESTE #15,, EN- SANCHE LUPERON",LUPERON,"0726,0726A,0727,0727A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO EVANGELICO OVIDIO V. SANTIL,"CALLE BARTOLOME COLON NO. 120, VILLA CONSUELO",VILLA CONSUELO,"0441,0441A,0442,0442A,0442B"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA BASICA LUZ DEL CAL- VARIO (SODECA),"CALLE 43, #28, EL CALICHE,, EL CALICHE, CRISTO REY","EL CALICHE, CRISTO REY",2041
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA BASICA 24 DE ABRIL,"CALLE 6 #59,, BARRIO 24 DE ABRIL",24 DE ABRIL,"0788,0788A,0790,0790A,0791,0791A,0792,0792A,0794,0794A,0795,0797,0797A,0798,0798A,0799,0799A,1990"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA PRIMARIA LA AURORA,CALLE CAPOTILLO NO. 75,CAPOTILLO,"0847,0847A,0848,0848A,0849,0851,0851A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA SAN RAFAEL DE LOS GUANDULES,"CALLE RESPALDO 17 ESQUINA RICARDO CARTY, LOS GUAN- DULES",LOS GUANDULES,"0672,0672A,0672B,1543,1543A,1789,1820"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,LICEO MAURICIO BAEZ,"CALLE MAURICIO BAEZ, #160,, VILLA JUANA",VILLA JUANA,"0508,0509,0509A,0519,0519A,0532,0533,0533A,1821"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,SINDICATO SITRACODE,"CALLE MAURICIO BAEZ #30,, VILLA JUANA",VILLA JUANA,"0534,0543,0544"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CENTRO EDUCATIVO SAN JOSE FE Y ALEGRIA (LADO ESTE),CALLE CULTURA NO. 2,LA ISABELA,"1735,1736,1737,1738,1739"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA NACIONAL DE SORDO MUDO,"CALLE 27 DE FEBRERO NO. 51, VILLA CONSUELO",VILLA CONSUELO,"0429,0429A,0430,0430A,0431,0431A,0432,0432A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB MARIA AUXILIADORA,C/ FEDERICO VELASQUEZ #20,MARIA AUXILIADORA,"1822,1916"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CENTRO PEDAGOGICO ESTRELLA DE VIDA,C/ 1RA. #26,LOS PERALEJOS,"1823,1884,1945,2013"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB DEPORTIVO Y CULTURAL JARDINES DEL NORTE,C/ LOS CEREZOS,LOS JARDINES DEL NORTE,"1825,1963"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO FALLOW ME,"C/ LAS PALMAS, #1",VIEJO ARROYO HONDO,"1826,1917,1954,2042"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB DEPORTIVO Y CULTURAL RAMON DEL ORBE,"C/ D, ESQ. HERIBERTO NUÑEZ",LOS PRADITOS,"1827,1885"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB NACO,"C/ SALVADOR STURLA, ESQ. GRASITA ALVAREZ",NACO,"1828,1886,1943,1956,1999"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CENTRO EDUCATIVO LOS OLMOS,"AV. INDEPENDENCIA, KM.10",LOS OLMOS,1829
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO MS. NUÑEZ,C/ DESIDERIO ARIAS #36,BELLA VISTA,"1830,1889,1964"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB DEPORTIVO EL MILLON,C/ PLAZA DE LA CULTURA,EL MILLON,"1831,1887,1925"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,JARDINES INFANTILES LOS ARB- OLITOS,"C/ 1RA. #2,","ENS. LANNA GAUTIER, CRISTO REY",1835
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO CRISTIANO REFORMADO EMANUEL,"CALLE 4 NO. 6, BARRIO LOS ANGELES",LOS ANGELES,"1928,2001"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA MALAQUIAS GIL,"CALLE CORONEL FERNANDEZ DOMINGUEZ, NO. 9",CLARET KM 6 1/2,1929
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB DE DOMINO RENACIMIENTO DE GUALEY,CALLE 31 NO. 60,GUALEY,1933
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,"CENTRO EDUCATIVO SANTA FILO- MENA, FE Y ALEGRIA",CALLE RICARDO CARTY,LOS GUANDULES,"1934,2002"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,COLEGIO ELVIRA DE MENDOZA,CALLE VIENTOS DEL ESTE ESQ. CALLE CÉFIRO,BUENOS AIRES,1935
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,"CLUB MIRADOR, INC.",CALLE LEONOR FELIZ ESQUI- NA EVA MARIA PELLERANO,EL MIRADOR SUR,1936
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB DEPORTIVO Y CULTURAL LOS CINCO MARTIRES,"CALLE SANTA RITA, NO. 32",27 DE FEBRERO,"0673,0673A,0674,0674A,1937"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CLUB 21 DE ENERO,CARRETERA LA ISABELA,LA ISABELA,"1703,1731"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,JUNTA DE DESARROLLO DE GUALEY,CALLE NICOLAS CASIMIRO ESQ. CALLE 16,ESPAILLAT,"0683,0683A,0741,0741A"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,SOCIEDAD PROTECCION Y FAMILIA,CALLE CUERPO DE PAZ NO. 28,SIMON BOLIVAR,"0814,0814A,0816,1761"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,ESCUELA BASICA PADRE EULALIO A. ARIAS,AVE. PASEO DE LOS REYES CATOLICOS ESQ. AVE. ORTEGA Y GASSET,CRISTO REY,"0403,0403A,0408,0408A,0408B,1354,1354A,1449,1449A,1776,1824,1877"
DISTRITO NACIONAL,DISTRITO NACIONAL,DISTRITO NACIONAL,CENTRO PARA EL DESARROLLO DE CAPOTILLO,CALLE RESPALDO JOSE MARTI NO. 116,CAPOTILLO,"0857,0857A,0857B,1546"
